sample_index,timestamp_unix,elapsed_seconds,raw_value,voltage
488,1782079210.5361514,0.244762,1175,1.4343
489,1782079210.5370474,0.245658,1179,1.4392
490,1782079210.5371284,0.245739,1175,1.4343
491,1782079210.5376506,0.246261,1177,1.4368
492,1782079210.538151,0.246762,1177,1.4368
493,1782079210.5389385,0.247549,1179,1.4392
494,1782079210.5398858,0.248496,1182,1.4429
495,1782079210.5412576,0.249868,1184,1.4453
496,1782079210.5472336,0.255844,1187,1.4490
497,1782079210.549213,0.257823,1176,1.4355
498,1782079210.549276,0.257887,1180,1.4404
499,1782079210.552153,0.260764,1180,1.4404
500,1782079210.5522103,0.260821,1182,1.4429
501,1782079210.5522466,0.260857,1189,1.4514
502,1782079210.5522788,0.260889,1183,1.4441
503,1782079210.552323,0.260934,1185,1.4465
504,1782079210.5523539,0.260964,1182,1.4429
505,1782079210.5523798,0.260990,1180,1.4404
506,1782079210.55241,0.261020,1178,1.4380
507,1782079210.5524352,0.261046,1179,1.4392
508,1782079210.5524566,0.261067,1176,1.4355
509,1782079210.5525098,0.261120,1175,1.4343
510,1782079210.5552595,0.263870,1174,1.4331
511,1782079210.5553184,0.263929,1170,1.4282
512,1782079210.556017,0.264627,1166,1.4233
513,1782079210.5560517,0.264662,1166,1.4233
514,1782079210.556105,0.264715,1171,1.4294
515,1782079210.5561395,0.264750,1172,1.4307
516,1782079210.5561814,0.264792,1167,1.4246
517,1782079210.5566452,0.265256,1169,1.4270
518,1782079210.5566852,0.265296,1168,1.4258
519,1782079210.5567102,0.265321,1167,1.4246
520,1782079210.5567517,0.265362,1164,1.4209
521,1782079210.556782,0.265393,1169,1.4270
522,1782079210.5568104,0.265421,1165,1.4221
523,1782079210.5568354,0.265446,1169,1.4270
524,1782079210.5572531,0.265864,1168,1.4258
525,1782079210.5572834,0.265894,1168,1.4258
526,1782079210.5573165,0.265927,1163,1.4197
527,1782079210.5573409,0.265951,1166,1.4233
528,1782079210.5573769,0.265987,1164,1.4209
529,1782079210.557413,0.266024,1169,1.4270
530,1782079210.5574384,0.266049,1169,1.4270
531,1782079210.5578406,0.266451,1170,1.4282
532,1782079210.5582912,0.266902,1169,1.4270
533,1782079210.558775,0.267385,1172,1.4307
534,1782079210.5593174,0.267928,1174,1.4331
535,1782079210.5598195,0.268430,1175,1.4343
536,1782079210.5624938,0.271104,1171,1.4294
537,1782079210.5625403,0.271151,1173,1.4319
538,1782079210.5625827,0.271193,1171,1.4294
539,1782079210.5626206,0.271231,1174,1.4331
540,1782079210.5626485,0.271259,1172,1.4307
541,1782079210.5626857,0.271296,1176,1.4355
542,1782079210.5636022,0.272213,1173,1.4319
543,1782079210.5645099,0.273120,1176,1.4355
544,1782079210.5645554,0.273166,1178,1.4380
545,1782079210.5646815,0.273292,1181,1.4417
546,1782079210.5651958,0.273806,1176,1.4355
547,1782079210.565712,0.274323,1179,1.4392
548,1782079210.5661929,0.274803,1175,1.4343
549,1782079210.5667279,0.275338,1178,1.4380
550,1782079210.5672061,0.275817,1182,1.4429
551,1782079210.5677273,0.276338,1180,1.4404
552,1782079210.568214,0.276824,1179,1.4392
553,1782079210.5687428,0.277353,1174,1.4331
554,1782079210.5692217,0.277832,1176,1.4355
555,1782079210.569851,0.278461,1173,1.4319
556,1782079210.570273,0.278883,1170,1.4282
557,1782079210.5708108,0.279421,1171,1.4294
558,1782079210.57126,0.279871,1169,1.4270
559,1782079210.5718203,0.280431,1167,1.4246
560,1782079210.5722582,0.280869,1170,1.4282
561,1782079210.5728092,0.281420,1166,1.4233
562,1782079210.5737295,0.282340,1164,1.4209
563,1782079210.5737853,0.282396,1165,1.4221
564,1782079210.5743396,0.282950,1164,1.4209
565,1782079210.5747612,0.283372,1164,1.4209
566,1782079210.58235,0.290961,1159,1.4148
567,1782079210.5824394,0.291050,1162,1.4185
568,1782079210.5829008,0.291511,1158,1.4136
569,1782079210.5833035,0.291914,1162,1.4185
570,1782079210.583339,0.291950,1158,1.4136
571,1782079210.5837839,0.292394,1157,1.4124
572,1782079210.5842373,0.292848,1156,1.4111
573,1782079210.5842745,0.292885,1160,1.4160
574,1782079210.584689,0.293299,1160,1.4160
575,1782079210.584717,0.293328,1160,1.4160
576,1782079210.5872753,0.295886,1163,1.4197
577,1782079210.587405,0.296016,1158,1.4136
578,1782079210.5875018,0.296112,1162,1.4185
579,1782079210.5875447,0.296155,1161,1.4172
